,Claim Description,Coverage Code,Accident Source
910,"THE CALLER STATED THAT SOME PIPES FROZE AND BROKE AT THE INSURED      LOCATION IN THE TENNIS FACILITY AND POOL BUILDING, CAUSING    WATER DAMAGE                                                          TO THE CEILINGS, WALLS, AND FLOORS. NO INJURIES WERE REPORTED.",RC,"Freezing of Plumbing, Heating, AC System"
911,"THERE WAS A BURGLARY THAT OCCURRED AT THE INSURED LOCATION. WATER PUMPS, STIHL BACK PACK BLOWERS, PICK AXE, WELL PUMPS, MILWAUKEE   POWER TOOLS, TRASH CANS AND OTHER INVENTORY WERE STOLEN. THE DOOR WAS BROKEN.",RB,"Burglary, Robbery, Theft - Property"
912,REAR END INCIDENT. PLEASE OPEN AN AD CLAIM FOR THIS INCIDENT.     AHERN WILL NOT FIGHT LIABILITY.SEE REPORT ATTACHED. THEY ALSO NEEDA 3RD AD CLAIM OPENED FOR THIS ONE SHANTAY BONEY (MAY BE          MISSPELLED) 202 375 1755 MAZDA (YEAR UNKNOWN),AB,Struck vehicle in rear
913,"THE CSP WAS STOPPED AT A STOP SIGN TO GO OVER RAILROAD TRACKS.    THERE WAS A TRACTOR TRAILER WAS IN THE NEXT TO RIGHT LANE AND     BLOCKED VISION OF THE CLAIMANT VEHICLE.  THE CLAIMANTS VEHICLE    CAME FORWARD AND REAR ENDED THE FEDEX VEHICLE. THERE WERE NO      INJURIES, TOWS OR POLICE INVOLVED.",AD,Our vehicle struck in rear
914,SHE MISPLACED HER FOOTING WHEN STEPPING OF THE BUS TWISTED ANKLE  AND ROLLED BACK ONTO THE FLOOR .,EL,Not Otherwise Classified
915,CLAIMANT TRIPPED AND FALL ON PAVEMENT CAUSING BODILY INJURY.,EL,DEFECTIVE PAVEMENT
916,DRIVER WAS IN A SITUATION WHERE A BUS DRIVER WAS YELLING AT HIM   BECAUSE HE WAS IN THE WAY AND OUR DRIVER BACKED UP INTO THE       VEHICLE.,AD,Alleged damage to property of others
917,LOR FIRST NOTICE- GUEST INFORMED SERVER THEY HAD A SHELLFISH      ALLERGY & ASKED SERVER IF LASAGNA CLASSICO CONTAINED SHELLFISH.   SERVER CAME BACK AFTER CONFIRMING WITH THE KITCHEN IT DID CONTAIN OR WOULD BE PREPARED NEAR ANY SHELLFISH. GUEST ORDERED THE DISH   AND TOOK A BITE WHEN THEIR THROAT BEGAN CLOSING DUE TO AN ALLERGICREACTION.,PA,Allergic Reaction
918,GUEST HAS DAIRY ALLERGY. ORDERED POPCORN CHICKEN. DID NOT BECOME  ILL.,GB,Alleged Negligent Act
919,NICOLE WEIR WAS DRIVING CLIENT COMPANY VAN WHEN THE DRIVER OF A   SEMI SLAMMED ON BRAKES.  NICOLE COULDN'T STOP IN TIME AND SWERVED TO MISS THE SEMI AND ROLLED ABOUT FIVE TIMES INTO A DITCH.,AB,Not Otherwise Classified
920,"LINDA WAS ALLEGEDLY APPROACHING THE ELEVATOR TO PUSH THE CALL     BUTTON WHEN SHE SAID SHE FELL.  SHE IS NOT SURE WHAT CAUSED HER   FALL BUT CLAIMED TO HAVE SEVERE HIP PAIN.  SHE ALSO STATED SHE MAYHAVE HIT HER HEAD WHEN FALLING.  NO BLEEDING WAS PRESENT AT THE   TIME.  JAY SKARVAN, AGM1, CALLED 911 AND REQUESTED PARAMEDICS WHO THEN CAME AND ADDRESSED HER INJURY.",GB,Non Liability Cases - Premises Medical
921,IV WAS HIT WHILE PARKED. SEE ATTACHED ESTIMATE.,AP,Our vehicle struck while parked
922,"NOTICE OF LOSS RECEIVED ALLEGING DAMAGE TO GB CLIENT'S VEHICLE RESULTING FROM ACCIDENT, DUE TO IMPROPER WORK PERFORMED ON VEHICLE.",AD,Sideswipe or lane change
923,WE HAD A DRIVER FROM MANUEL QUINTANA TRANSPORT ROLL BACK AND HIT  OUT TRUCK.,AD,Backed into vehicle or object
924,"I WAS TRAVELING NORTH EXITING ON HIGHWAY 270 IN HAZELWOOD. AS I   WAS EXITING, ALL OF A SUDDEN I LOOKED OVER I SEEN ANOTHER VEHICLE SIDESWIPE ME CAUSING DAMAGE.",AP,Sideswipe or lane change
925,"CLAIMANT ALLEGES WHEN HER HUSBAND PASSED HER THE CUP OF HOT       COFFEE, THE LID WAS NOT SECURED, CAUSING THE COFFEE TO SPILL ON   HER LEG. SHE SUSTAINED A BURN OF AN UNKNOWN DEGREE TO HER THIGH.",PA,Alleged Negligent Act
926,CUT TOE ON THE HANDICAP POOL LIFT'S METAL LEG.,GB,Alleged Negligent Act
927,IV WENT THROUGH RED LIGHT AND STRUCK BICYCLIST,AB,"Struck pedestrian, bicycle"
928,"FELT WEAK, HAD NOT EATEN ALL DAY",GB,Alleged Negligent Act
929,BUS HIT THIRD PARTY RAILINGS                                      BUS REG:   BX61LJU,AD,Our vehicle struck by object or animal
930,"ABDOMINOPLASTY, BREAST LIFT, LIPO- DX: ABDOMINAL HEMORRHAGE.",PM,Not Otherwise Classified
931,"A NON CUSTOMER, STEVEN RIVERA, WAS INSIDE THE RESTROOM AND FELL,  CUTTING HIS HEAD. THAT PERSON WAS FOUND LAYING NEXT TO A STALL ANDTHE STAFF WAS ALERTED AND 911 WAS CALLED. EMS WAS ARRIVED AND     TREATED THE PERSON. PERSON WAS THEN ESCORTED FROM THE BUILDING.",GB,Alleged Negligent Act
932,CLAIMANT ALLEGES SHE ORDERED A FILET O FISH IN THE DRIVE THRU AND FOUND A PIECE OF PLASTIC IN THE SANDWICH. THIS RESULTED IN NO     INJURY.,PA,Alleged foreign object in product
933,"CLAIMANT ALLEGES THAT SHE WAS RETRIEVING COFFEE IN DRIVE THRU,    WHEN THE LID CAME OFF AND COFFEE SPILLED ONTO HER LEFT ARM,       CAUSING A 2ND DEGREE BURN.",PA,Alleged Negligent Act
934,TREE FELL ONTO AND DAMAGED FENCE BELONGING TO NEIGHBORING HOUSE.,GD,"Tree, bush, shrub"
935,DRIVER WAS DRIVING ON WRONG SIDE OF ROAD. DURING DELIVERY THE     TRAILER DAMAGED A TREE GRASS ASPHALT AND LIGHT POLE ON THE CLMTS  PROPERTY,AD,Wrongful entry
936,"IVD DRIVING ON ROUTE IN A BRAND NEW FRONT LOAD CUROTTO REFUSE     TRUCK UNIT #913063 HEADING NORTH BOUND ON INKSTER ROAD IN INKSTER,MI TOWARD NEW YORK ST. WHEN HE STRUCK MULTIPLE OVERHEAD POWERLINESPULLING DOWN A POWER POLE.  THE DRIVER CALLED HIS SUPERVISOR      STATING HE COULDNT STOP HIS TRUCK AND MANAGED TO TAKE A RIGHT HANDTURN ONTO NEW YORK ST TAKING ADDITIONAL LINES DOWN.  DURING THE   EVENT, THE VEHICLE BECAME TANGLED IN THE POWERLINES AND EVENTUALLYSTOPPED DUE TO THE ENTANGLEMENT.",AD,Struck/pulled down wires
937,THE CALLER IS THE 3RD PARTY REPRESENTATIVE FOR THE OV1 PASSENGER  ANDALLEGES THE OV1 WAS DRIVING ON THE HIGHWAY WHEN THE IV STRUCK  THE OV1 IN THE REAR DAMAGING THE REAR OF THE OV1 (NO SPECIFIC     DAMAGES KNOWN AS OF THIS CALL). THE IV WAS THEN STRUCK BY THE OV2 IN THE REAR OF THE IV. DAMAGE TO THE IV AND THE OV2 ARE UNKNOWN BYTHE CALLER. THE OV1 PASSENGER SUSTAINED UNSPECIFIED INJURIES. NO  INJURIES ARE KNOWN FOR ANY OTHER INVOLVED PARTIES.,AD,Sideswipe or lane change
938,RAINY WEATHER. KAIMANA POWER WAS OUR AT 7AM. NAVFAC SAID THEY ARE WORKING ON IT. POWER BACK ON.,GD,Not Otherwise Classified
939,"THE CUSTOMER CLAIMED THAT WHILE SHE WAS WALKING TOWARD THE        SELF-CHECKOUT, SHE STRUCK AN EMPTY BASKET HOLDER THAT WAS SITTING ON THE FLOOR HURTING HER RIGHT LEG AND RIGHT ANKLE.",GB,Object on floor
940,"WHEN THE INSURED FIRETRUCK TURNED RIGHT ONTO GREENRIDGE ST., THE  LADDER EXTENSION STRUCK THE PASSENGER SIDE OF THE CLAIMANTS 2013  CADILLAC CTS",AD,Sideswipe or lane change
941,IV REAR ENDED OV,AD,Struck vehicle in rear
942,"ON MONDAY 1/9/23, APPROX. 1035 HOURS, WHILE VIEWING SECURITY CAMERAS OBSERVED AN AIDED-FEMALE WEARING A DARK COLOR HOODED COAT, WHIT",GB,Ground/floor
943,SMALL PD IV DRIVER WAS MAKING A RIGHT HAND TURN AND MISJUDGED THE TURN AT THE RESIDENTIAL AREA ON 10801 SE BOW LANE. IV STRUCK THE  CUSTOMER'S LAWN AND DRAINAGE FILTER. IV INCURRED NO DAMAGE.       CUSTOMER'S LAWN INCURRED RUT FROM TIRES AND THE DRAINAGE FILTER   INCURRED A CRACK. NO INJURIES REPORTED.,AL,Damage to landscaping
944,THE IV DRIVER WAS CHANGING LANES WHEN IT STRUCK THE OV.,AD,Not Otherwise Classified
945,GUEST WAS PICKING UP FENCE PANELING WHEN HE TURNED TO PUT ONE ON  HIS TRUCK THE REST OF THE FENCE PANELING STARTED TO FALL AND      LANDED ON HIS BACK. OUTSIDE YARD EMPLOYEE SAW AND HELPED GET THE  PANELING OFF HIS BACK.,GB,Alleged Negligent Act
946,MEMBER CLAIMS VEHICLE WAS HIT BY EMPLOYEE PUSHING CARTS,GD,Cart
947,"HIT AND RUN. IV STOPPED AT CORNER OF POWELL ST AND PINE ST HEADINGSOUTH ON POWELL. IVD FELT A SMALL BUMP TO IV, LOOKED IN THE MIRRORAND SAY OV BACKING UP AWAY FROM IV. IVD PULLED OVER WHEN LIGHT    TURNED GREEN BUT OV DID NOT AND KEPT GOING.",AP,Our vehicle backed into
948,"CUSTOMER STATED SHE CUT HER FINGER ON HER MIDDLE FINGER RIGHT     HAND, 3 WICK CANDLE WARM OCEAN BREEZE, CUSTOMER STATED THE CANDLE WAS NOT IN THE BOX LIKE THE OTHER ONES CUSTOMER ALSO STATED SHE   DOESN'T WANT ANYTHING DONE ABOUT THE CUT ON HER FINGER SHE JUST   WANTS THE CANDLE REPLACED. CUSTOMER STATED THE CUT IS LIKE A PAPERCUT AND IS NOT GOING TO SEEK MEDICAL ATTENTION. CUSTOMER STATED   SHE DID TAKE PHOTOS OF HER CUT AND ALSO THE CANDLE.",PA,"Glass, ceramic, NOC"
949,"IVD WAS LEAVING CONSIGNEE, TURNED RIGHT AND CLIPPED THE SLIDING   GATE, IVD DID NOT KNOW HE HIT THE GATE AND CONTINUED DRIVING",AD,Struck animal or object
950,UNKNOWN- SUBPOENA FOR RECORDS RECEIVED.,GB,Not Otherwise Classified
951,GUEST STATED THEY WOKE UP WITH BITES ON THEIR RIGHT LEG.,PM,"Animal, Insect"
952,CHILD WAS WALKING ON THE POOL DECK SLIPPED AND FELL FORWARD HITTING HIS FACE.,GB,Swimming pool
953,A ROCK FELL FROM A ROCK HAULING TRUCK. THE ROCK HIT THE ROAD AND THEN BOUNCED AND HIT THE WINDSHIELD OF THE TRUCK.,AP,Vehicle Accident
954,"THE IV DRIVER WAS BACKING OUT FROM A CONTAINER, WHEN THE REAR P/S OF THE VEHICLE STRUCK THE OVERHANG OF A CARPORT, CAUSING THE      CARPORT TO COLLAPSE. THE IV INCURRED DAMAGE TO THE ELECTRICAL     WIRING. THERE WERE NO INJURIES REPORTED.",AD,Backed into vehicle or object
955,NARCOTICS EXPOSURE(HEROIN).,NS,Health Hazard
956,THERE WAS A WHOLE IN THE PARKING LOT WHICH CAUSED THE CUSTOMER TO FALL TO THE GROUND.,GB,Alleged improper maintenance - other
957,THE IV INCURRED SHATTERED GLASS ON D/S FRONT WINDOW AFTER AN AXE  WAS THROWN AT IT. NO INJURIES WERE REPORTED. THE IV WAS RETURNED  TO DEALERSHIP IN THIS CONDITION.,AP,Windshield
958,IV DRIVER WAS COMING DOWN A RAMP AND THE OV DRIVER AND THE IV     DRIVER MADE CONTACT WITH EACH OTHER. OV SUSTAINED DAMAGE          TO THE REAR QUARTER.,AB,Entering or leaving traffic flow
959,MEMBER CLAIMS THEY ENTERED THE PETROL STATION THE WRONG DIRECTION.HAD TO REVERSE BACK AND HIT ANOTHER MEMBERS CAR,GD,Not Otherwise Classified
960,"DURING EVACUATION GUEST STOPPED ON LANDING DUE TO EXERTION AND PREEXISTING HEALTH CONDITIONS FIRE DEPT WAS ON SITE DUE TO ALARM, BUT",GB,Not Otherwise Classified
961,"THE CLAIMANT CAR WAS PARKED WHEN THE SCHOOL BUS STRUCK THE DRIVER SIDE DOOR, AND MIRROR.",AB,Sideswipe or lane change
962,RO CK NO INJURIES VEHICLE 2 WAS APPROACHING THE LIVINGSTON CAMPUS CIRCLE ON AVE.E AND VEHICLE 2 ATTEMPTED TO GO AROUND IT. NO DAMAGETO FGA VEHICLE,AP,Sideswipe or lane change
963,"THE IV WAS PULING INTO A PARKING SPACE, IN A PARKING LOT, WHEN THEIV SCRATCHED THE OV ON THE D/S REAR. THERE WERE NO INJURIES       REPORTED.",AD,"Parking lot, driveway"
964,CLAIMANT WAS WALKING OUT THE RECEIVING DOOR WHEN A STRONG GUST OF WIND BLEW OPEN THE RECEIVING DOOR CAUSING A DOOR TO FALL AND HIT  HIM ON THE HEAD KNOCKING HIM DOWN.,GB,Door - Dock
965,THE IV TRAILER WHILE PARKED UNEVENLY CAUSED CARGO TO DAMAGE THE   SIDE WALL AND DOLLY LEG. NO INJURIES WERE REPORTED,AP,Struck animal or object
966,THE IV WAS PARKED AND UNOCCUPIED IN THE PARKING LOT WHEN IT WAS   DISCOVERED TO HAVE DAMAGES. THE IV'S BUMPER WAS DENTED. THERE WERENO INJURES REPORTED.,AP,Our vehicle struck while parked
967,THIRD PARTY VEHICLE COLLIDED ON NARROW ROAD WITH INSURED VEHICLE  CAUSED DAMAGE AND LOSS.,AU,Collision on a Roundabout
968,A FEMALE NON ASSOCIATE PASSED OUT FOR AN UNKNOWN REASON AND HIT   HER LIP ON THE COUNTER OF CASH WRAP THEN COLLAPSED AND STRUCK THE BACK OF HER HEAD ON THE FLOOR. THE NON ASSOCIATE TOLD CARLS SHE   DID NOT FEEL ANY SYMPTOMS BEFORE PASSING OUT. AN ICE PACK WAS     PROVIDED AND EMS WAS DENIED. THE NON ASSOCIATE DID NOT PROVIDE ANYPERSONAL INFORMATION.,GB,Non Liability Cases - Premises Medical
969,GFS DROVE ON LAWN TO GET OUT OF BUSY PARKING LOT AND MADE LOTS OF RUTS DAMAGING LOTS OF GRASS AT CUSTOMER LOCATION,AD,Struck animal or object
970,SMALL PD. CLAIMANT ALLEGES THE IV WAS TRAVELING OVER 80 MILES PER HOUR AND DEBRIS FROM THE IV STRUCK THE OV'S WINDSHIELD. THE OV    WINDSHIELD INCURRED A CRACK. NO DAMAGE TO IV REPORTED.,AL,Road debris/road hazard
971,OV MADE LEFT AND TURNED INTO IV,AN,Other vehicle turning left
972,"MCU |AT 1:07 DRIVER ARRIVES AT GABRIEL GARDNER STOP AT921 N. ANNA OK RT 504 THE DRIVERIS WAITING . NO ONE WAS COMING OUT .GABRIEL ISVERY AGITATED AND REMOVES HIS SHOULDER BELT . GABRIEL THEN GETS   TIED UP IN THE SEATBELT AND MONITOR TRIES TO GET HIM UNTANGLED    FROM THE BELT AND NOW THE STUDENTS ON THE FLOOR, DRIVER PULLS OVERAND PICKS STUDENT UP OFF THE FLOOR ANDPUTS HIM BACK IN HIS SEAT ( POSSIBLE FORCEFULLY) AND THEN PUSHES HIM IN TO THE SEAT . POLICE  REPORT WAS FILED BY THE MOTHER.",GB,Assault and/or abuse
973,"CUSTOMER PROVIDES-3RD PARTY IN SMALL VEHICLE STRUCK CUSTOMER'S    OWNED TRAILER. TRAILER WAS PULLED BY RENTAL TRACTOR, 315893. NO   DAMAGE TO TRACTOR",AD,Our vehicle struck in rear
974,MEMBER WAS HIT IN THE HEAD WHEN EMPLOYEE TRIED TO CLOSE HER TRUCK AND HIT THE TOP RIGHT CORNER OF HER HEAD.,GB,Alleged Negligent Act
975,THE DRIVER OF THE AUDI WAS SPEEDING LOST CONTROL OF THE CAR COME  ACROSS MY LANE HIT THE GUARD RAIL AND THEN HIT US HEAD ONAND BOTH VEHICLES LOOK TO BE TOTALLY DESTROYED,AP,"Street, roadway, highway"
976,THEFT - STOLEN CASH AND DAMAGED INTERIOR,RB,Theft
977,PUSHING A SMALL PIECE OF ASPHALT ON TOP OF A BIGGER PIECE ALREADY ON THE FORKS AND FELT PAIN IN HIS LOWER BACK,NS,Ground/floor
978,*ECOMM (ON) - MTH - FLOOR - THE FRIDGE WAS DAMAGED AND FLOOR WAS  ALSO DAMAGED DURING THE DELIVERY PROCESS.,PB,e-Commerce
979,"THE IV DRIVER WAS MAKING A RIGHT TURN ONTO A NARROW STREET. THE OVDRIVER TRAVELING ON THAT NARROW STREET STOPPED AND STARTED TO BACKUP, ALLOWING THE IV TO MAKE THE RIGHT TURN. THE OV DRIVER JUST    STOPPED ABRUPTLY. THE IV DRIVER WAS PAYING ATTENTION OR TRYING TO AVOID A LIGHT POLE WHEN HE TAPPED OR STRUCK THE OV. THE OV        INCURRED A BROKEN D/S HEADLIGHT AND A SCRATCHED, DENTED, AND      PUNCTURED D/S FENDER. NO INJURIES WERE REPORTED.",AD,Other vehicle turning right
980,SMALL PD: IV DRIVER WAS SERVICING THE CUSTOMER'S LOCATION. THE    CUSTOMER CONTACTED WM TO INFORM THEM THAT THE TRASH CAN WAS       DAMAGED. THE CUSTOMER WANTS TO BE REIMBURSED FOR THE BROKEN TRASH CAN. IV INCURRED NO DAMAGE. THE TRASH CAN INCURRED DAMAGED. NO    INJURIES REPORTED.,AL,"Struck building, overhang"
981,CORTEX COURTESY PATROL CONTACTED PROPERTY  MANAGER ON SUNDAY 4/16/2023 TO REPORT A CAR  BREAK IN ON THE CORTEX 1 PARKING LOT. INCIDE,GD,"Burglary, robbery, theft"
982,"SMALL PD CUSTOMER STATES THAT AS THE IV WAS ENTERING THE ALLEY WAYTO SERVICE THE CONTAINER, THE TIRES OF THE IV MADE CONTACT WITH   HER GARDEN, CAUSING RUTS. THERE WERE NO INJURIES REPORTED.",AL,Damage to landscaping
983,IV R/E OV AT STOP LIGHT,AD,Struck vehicle in rear
984,CUSTOMER IS CLAIMING AS THE DRIVER CAME UP HER DRIVEWAY HE DAMAGEDTHE FOUNTAIN IN THE MIDDLE OF THE DRIVEWAY.,GD,Alleged Negligent Act
985,BUILDING MANAGEMENT WAS NOTIFIED OF A WATER LEAK COMING FROM THE  9TH OR 10TH FLOOR AND RUNNING DOWN THE ELEVATOR SHAFT TO THE MAIN LOBBY. RAITH MECHANICAL WAS NOTIFIED AND THEY HAD A WORKER ONSITE WITHIN THE HOUR TO ASSESS THE INCIDENT.  IT WAS DETERMINED THE    LEAK WAS COMING FROM A PROPRESS TEE ON THE MAIN HOT WATER RISER.,GD,Alleged Negligent Act
986,"A CUSTOMER CLAIMS THAT WHILE HAVING A PHYSICAL ALTERCATION WITH   ANOTHER CUSTOMER IN THE PARKING LOT, THE OTHER CUSTOMER PICKED UP THE LID TO THE METAL OUTDOOR ASHTRAY AND SWUNG THE LID AFTER      STONING THE CUSTOMER WITH A ROCK. THE LID STRUCK THE GM'S CAR     CAUSING DENTS AND SCRATCHES TO THE P/S. THERE WERE NO INJURIES    REPORTED.",RB,Not Otherwise Classified
987,REAR ENDED OV IN STOP AND GO TRAFFIC SOUTH OF THE OK/TEXAS LINE,AD,Sideswipe or lane change
988,"THE EE WAS BACKING A THOMAS TRAILER1 INTO THE YARD WHEN THE       TRAILERS1 SIDESWIPED THOMAS TRAILER2 THAT WAS PARKED AND          UNOCCUPIED. TRAILER1 INCURRED SCRATCHES TO THE D/S AND TRAILER2   INCURRED A BROKE P/S LIGHT, SCRATCHES AND PUNCTURE ON THE P/S.    THERE WERE NO INJURIES REPORTED.",AD,Backed into vehicle or object
989,TIRE DAMAGE / STEEL PUNCTURED INTO THE TREAD. REAR DRIVER SIDE OF THE VEHICLE.,GD,Alleged Negligent Act
990,"20K226 WAS ATTEMPTING TO MAKE A LEFT TURN THROUGH AN INTERSECTION AT A STOP LIGHT, AS 20K APPROACHED THE LIGHT A SUV PULLED IN      BETWEEN HIM AND THE ESCORT TRUCK BEHIND 20K.  20K FAILED TO YIELD AND THE FRONT BUMPER OF 20K MADE CONTACT WITH THE D/S REAR QUARTERPANEL AND BUMPER OF AN SUV TRAVELING THROUGH THE INTERSECTION FROMTHE OPPOSITE SIDE.",AD,Our vehicle turning left
991,"OV WAS DRIVING WITH HIS WIFE IN THE PASSENGER SEAT AND DAUGHTER INREAR CENTER SEAT. OV DRIVER WAS ABOUT TO MAKE A RIGHT TURN, BUT   BEFORE OV COULD MAKE THE TURN, THE IV REAR ENDED THE OV. OV       INCURRED DAMAGE TO THE TAILGATE, REAR FENDER, REAR AXLE, EXHAUST  PIPE, TRUNK, REAR CAMERA AND MOTION SENSOR, AND TAILLIGHT         REFLECTORS. IV INCURRED HEAVY DAMAGE TO THE FRONT END. NO INJURIESWERE REPORTED.",AD,Struck vehicle in rear
992,"THERE WAS A GRAPE ON THE FLOOR, AND SHE SLIP AND FELL.",GB,Object on floor
993,THE IV WAS COMING AROUND A CORNER AND THE TRAILER WAS NOT SECURED PROPERLY AND IT CAME OFF. THE TRAILER ROLLED AND STRUCK THE IV.   THE TRAILER INCURRED DAMAGE TO THE LANDING GEAR LEGS AND SUPPORTS.THE TRACTOR INCURRED DAMAGE TO A TIRE. NO INJURIES WERE REPORTED.,AP,Vehicle Accident
994,CLAIMANT FELL IN POTHOLE ON PEDESTRIAN CROSSING OUTSIDE STORE,GB,Alleged improper maintenance - other
995,CUSTOMER MICHAEL WANG 604.839.0888 RETURNED THE ATLANTIC COD FILETHE PURCHASED EARLIER IN THE DAY AT 7:15PM BECAUSE HE DISCOVERED A WORM MOVING ON TOP. HE BROUGHT THE PRODUCT WITH HIM AND WAS       REFUNDED.,PB,Alleged foreign object in product
996,HI MY NAME IS ABYAN ABDULLAH. MY STATEMENT OF THE ACCIDENT THAT   OCCURRED ON THE 27TH OF NOVEMBER IS AS FOLLOWS. I WAS TRAVELING ONI 20 WEST GOING TO TEXAS. I RAN OUT OF FUEL SO I EXITED THE       HIGHWAY TO GET THE FUEL. THEN I MADE A RIGHT TURN ON 300 HWY 594. SO THE GAS STATION IS ON THE RIGHT SIDE OF MY STREET AT MONROE LA.AND THERE WAS A SILVER CHEVY IMPALA RIGHT BEHIND ME AND I STARTED TO TURN ON MY RIGHT TURN SIGNAL TO SHOW THE VEHICLES BEHIND ME    THAT IM ENTERING THE GAS STATION ON M,AD,Our vehicle turning right
997,CUSTOMER COMPLAINING THAT HIS TRUCK GOT HIT BY A SEMI TWO YEARS   AGO BECAUSE OF EMPLOYEE TEXTING WHILE DRIVING IN A CONSTRUCTION   ZONE AND NEVER HEARD BACK FROM US. REFUSED TO PROVIDE MUCH DETAIL.,AD,Sideswipe or lane change
998,"THE IV WAS ATTEMPTING TO COMPLETE A U TURN, WHEN THE REAR OF THE  IV TRAILER DRIFTED INTO THE OTHER LANE AND STRUCK THE REAR OF THE OV. THERE WERE NO INJURIES REPORTED.",AD,Struck vehicle in rear
999,MEMBER OBTAINED CUP FROM FOOD CONCESSION THAT HAD A DARK SUBSTANCEINSIDE; POSSIBLY BLOOD,PA,Alleged contamination or spoilage
1000,I JUST KNOW THAT THE VEHICLE HIT ANOTHER VEHICLE AND DAMAGED THE  DRIVER'S FRONT AND REAR DOOR.,AD,"Street, roadway, highway"
1001,DAMAGED,AB,Our vehicle struck in rear
1002,INSURED VEHICLE REVERSING HIT THIRD PARTY VEHICLE CAUSING VEHICLE DAMAGE TO THIRD PARTY,AD,Insured Reversing Hit TP
1003,"EN ENTRANT DES DALLES PAV S DANS LE V HICULE DU CLIENT, L'ASSOCI  DU STATIONNEMENT A ENDOMMAG  LE PLASTIQUE INT RIEUR DU V HICULE DUCLIENT.",GD,Alleged Negligent Act
1004,"1/21/23 FORMER GUEST OF ROOM 112&116 VALENTINE EDOBOR CONTACTED   SAN DIEGO MISSION BAY RESORT STATING HIM AND HIS FAMILY HAD       ALLEGEDLY BEEN EXPOSED TO BED BUGS DURING THE LENGTH OF STAY FROM 1/06/23 TO 1/12/23.EDOBOR ALLEGES THAT UPON DEPARTING THE PROPERTYAND RETURNING HOME HE AND HIS WIFE DEVELOPED SORES ON THEIR BODIESTHAT THEY DID NOT RECOGNIZE. EDOBOR STATES HIS SON STAYED IN ROOM 112 BUT DEVELOPED NO SUCH SYMPTOMS. EDOBOR STATES IN HIS EMAIL HE IS WILLING TO PROVIDE ""IMAGES, ,MEDICA",GB,Alleged Negligent Act
1005,"TSP DRIVER WAS REAR ENDED BY A VEHICLE. THE DRIVER OF THAT VEHICLEWAS A FATALITY, THE VEHICLE CAUGHT FIRE.",AD,Struck vehicle in rear
1006,WATER DAMAGE FROM FROZEN PIPES IN THE CLUBHOUSE MAIN              FLOOR/BASEMENT AND THE SPA.,RB,"Freezing of Plumbing, Heating, AC System"
1007,"CLAIMANT/THIRD PARTY. THE IV WAS DRIVING ON THE SERVICE ROAD OF I 35. AS THE IV WAS CHANGING FROM THE LEFT LANE TO THE RIGHT LANE,  TO BE ABLE TO MAKE A RIGHT TURN, THE IV STRUCK THE D/S OF THE OV. THE OV INCURRED DAMAGE TO THE ENTIRE LEFT D/S. THE OV DRIVER IS   EXPERIENCING PAIN AND SORENESS TO THE LEFT SIDE OF THE BODY.",AB,Sideswipe or lane change
1008,CLIENT HIT THIRD PARTY WHEN CHANGING LANES CAUSING DAMAGED,AD,Insured Changed Lanes
1009,RAYTOWN SD - IV HIT OV IN PARKING LOT,AP,Struck parked vehicle
1010,"SMALL PD. CLAIMANT ALLEGES HIGH WINDS FROM STORMS CAUSED THEIR    NEIGHBOR'S WM BIN TO ROLL DOWN THE STREET, AND STRIKE THEIR GATE. THE CLAIMANT ALLEGES THAT THEIR GATE WAS BROKEN BY THE IMPACT.",AL,Struck animal or object
1011,"BUMPER TO BUMPER, OUR DRIVER REAR ENDED A PICKUP TRUCK",AB,Struck vehicle in rear
1012,T111 BOX TRUCK WAS AT CUSTOMER SITE PICKING UP WASTE. WENT TO A   NEW AREA FOR PICK UP JIM THE MANAGER THERE SAID WE COULD PULL IN  AND BE ABLE TO TURN AROUND IN THAT AREA. WHEN DOING SO AFTER PICK UP I PULLED FORWARD TO GET TURNED AROUND I SEEN THE POWER LINE    LOOKED TO BY HIGH ENOUGH TO PULL UP IT CLEARED THE CAB JUST FINE  BUT THE BOX IS WHAT HIT THE LINE CAUSING IT TO PULL THE POLE OUR  TRUCK SITS AT 12FT 10IN HIGH WHICH SHOULDVE CLEARED A POWER LINE  IF AT OSHA REGULATION HEIGHT WHICH FOR,AP,Struck animal or object
1013,"IT IS ALLEGED THAT WHILE EATING A POUND CAKE, THE NO CUSTOMER FELTA FOREIGN OBJECT IN HIS MOUTH. UPON REMOVING THE OBJECT, HE       OBSERVED THAT IT WAS A SMALL PIECE OF GLASS. NO INJURIES WERE     REPORTED.",PA,Alleged Negligent Act
1014,INSURED DRIVER BACKED INTO PARKED CAR,AD,Backed into vehicle or object
1015,"CLAIMANT ALLEGES THAT WHILE HE WAS EATING A SAUSAGE BREAKFAST     BURRITO THAT WAS ORDERED TO GO, HE FOUND MOLD IN IT. NO INJURIES  REPORTED.",PA,Alleged contamination or spoilage
1016,"THE CUSTOMER WAS WALKING IN THE PARKING LOT WHEN THE CUSTOMER     TRIPPED OVER THE PARKING BUMPER AND FELL ON HER FACE. THE CUSTOMERSUSTAINED CONTUSION, INFLAMMATION, AND LACERATION TO THE FACE. THECUSTOMER ALSO SUSTAINED PAIN AND CONTUSION TO BOTH KNEE AND TO THENECK.",GB,Alleged Negligent Act
